date,review,rating,isEdited,userName,title,sentiment,Num_word_review,temp_list
2024-03-14 21:13:53,anyth action relat game quest whatev genshin recommend game whole obes map explor everywher get teleport waypoint alway go differ area use quest teleport game kind like zelda opinion collect weapon explor like said kill kind monster boss also collect level charact find chest make wish even upgrad weapon thank break charact even use power like fire water etc use use alway updat game graphic anim amaz wrote star though caus sometim game littl glitchi rare still feel bit much quest almost mani other want find add list fat amount quest bunch achiev ad quest sometim take long time level charact idk sometim much handl good game love good ok plenti job achiev use item hope help earthl sorri long explan,4,False,Paimon ✨,Beautiful (also mid) 😌,1,266,"['anyth', 'action', 'relat', 'game', 'quest', 'whatev', 'genshin', 'recommend', 'game', 'whole', 'obes', 'map', 'explor', 'everywher', 'get', 'teleport', 'waypoint', 'alway', 'go', 'differ', 'area', 'use', 'quest', 'teleport', 'game', 'kind', 'like', 'zelda', 'opinion', 'collect', 'weapon', 'explor', 'like', 'said', 'kill', 'kind', 'monster', 'boss', 'also', 'collect', 'level', 'charact', 'find', 'chest', 'make', 'wish', 'even', 'upgrad', 'weapon', 'thank', 'break', 'charact', 'even', 'use', 'power', 'like', 'fire', 'water', 'etc', 'use', 'use', 'alway', 'updat', 'game', 'graphic', 'anim', 'amaz', 'wrote', 'star', 'though', 'caus', 'sometim', 'game', 'littl', 'glitchi', 'rare', 'still', 'feel', 'bit', 'much', 'quest', 'almost', 'mani', 'other', 'want', 'find', 'add', 'list', 'fat', 'amount', 'quest', 'bunch', 'achiev', 'ad', 'quest', 'sometim', 'take', 'long', 'time', 'level', 'charact', 'idk', 'sometim', 'much', 'handl', 'good', 'game', 'love', 'good', 'ok', 'plenti', 'job', 'achiev', 'use', 'item', 'hope', 'help', 'earthl', 'sorri', 'long', 'explan']"
2024-03-12 23:53:32,play genshin year first much fan got back realli enjoy alway left awe cutscen stori quest archon quest keep want play hour end say aspect game certain boss fight most amount time fight one boss without chanc go heal fight abyss herald mani time regardless charact get even better patch alway get excit hear new charact releas slowli sure made genshin part daili habit weather that good thing product remain unansw that okay expect becom invest stori lore charact tie charact uniqu backstori play style overal game breathtak sceneri beyond beauti puzzl around teyvat give someth procrastin world quest issu save game realli issu mechan sort wish way save wish virtual wallet sort somewher put temptat spend save less like genshin never fail futur sure amaz everi way,5,False,Dreamercorngirl,Addiction unlocked✅,1,276,"['play', 'genshin', 'year', 'first', 'much', 'fan', 'got', 'back', 'realli', 'enjoy', 'alway', 'left', 'awe', 'cutscen', 'stori', 'quest', 'archon', 'quest', 'keep', 'want', 'play', 'hour', 'end', 'say', 'aspect', 'game', 'certain', 'boss', 'fight', 'most', 'amount', 'time', 'fight', 'one', 'boss', 'without', 'chanc', 'go', 'heal', 'fight', 'abyss', 'herald', 'mani', 'time', 'regardless', 'charact', 'get', 'even', 'better', 'patch', 'alway', 'get', 'excit', 'hear', 'new', 'charact', 'releas', 'slowli', 'sure', 'made', 'genshin', 'part', 'daili', 'habit', 'weather', 'that', 'good', 'thing', 'product', 'remain', 'unansw', 'that', 'okay', 'expect', 'becom', 'invest', 'stori', 'lore', 'charact', 'tie', 'charact', 'uniqu', 'backstori', 'play', 'style', 'overal', 'game', 'breathtak', 'sceneri', 'beyond', 'beauti', 'puzzl', 'around', 'teyvat', 'give', 'someth', 'procrastin', 'world', 'quest', 'issu', 'save', 'game', 'realli', 'issu', 'mechan', 'sort', 'wish', 'way', 'save', 'wish', 'virtual', 'wallet', 'sort', 'somewher', 'put', 'temptat', 'spend', 'save', 'less', 'like', 'genshin', 'never', 'fail', 'futur', 'sure', 'amaz', 'everi', 'way']"
2021-07-29 20:38:39,game best game ever download great open word game plot amaz charact well design great background love fun thing experi game like domain boss wish system get charact system daili commiss reput differ place get wind glider super fun also god rule seven nation teyvet god eventu becom playabl charact like venti anemo archon zhong geo archon baal come soon electro archon also everi nation someth special like mondstat citi freedom liyu citi contract inazuma citi etern etc thing littl complic exampl build charact artifact also artifact help lot get though enemi faster better dmg def hp tri best someth understand like craft unlock teleport waypoint talk peopl co op mode also love new map good puzzl lol also vision element pyro hydro anemo electro dendro cryo geo someth want ad game abl pet anim although seem kinda silli still think cute pls download game best enjoyi,5,False,✨Paimon✨,best game in the universe! <3,1,256,"['game', 'best', 'game', 'ever', 'download', 'great', 'open', 'word', 'game', 'plot', 'amaz', 'charact', 'well', 'design', 'great', 'background', 'love', 'fun', 'thing', 'experi', 'game', 'like', 'domain', 'boss', 'wish', 'system', 'get', 'charact', 'system', 'daili', 'commiss', 'reput', 'differ', 'place', 'get', 'wind', 'glider', 'super', 'fun', 'also', 'god', 'rule', 'seven', 'nation', 'teyvet', 'god', 'eventu', 'becom', 'playabl', 'charact', 'like', 'venti', 'anemo', 'archon', 'zhong', 'geo', 'archon', 'baal', 'come', 'soon', 'electro', 'archon', 'also', 'everi', 'nation', 'someth', 'special', 'like', 'mondstat', 'citi', 'freedom', 'liyu', 'citi', 'contract', 'inazuma', 'citi', 'etern', 'etc', 'thing', 'littl', 'complic', 'exampl', 'build', 'charact', 'artifact', 'also', 'artifact', 'help', 'lot', 'get', 'though', 'enemi', 'faster', 'better', 'dmg', 'def', 'hp', 'tri', 'best', 'someth', 'understand', 'like', 'craft', 'unlock', 'teleport', 'waypoint', 'talk', 'peopl', 'co', 'op', 'mode', 'also', 'love', 'new', 'map', 'good', 'puzzl', 'lol', 'also', 'vision', 'element', 'pyro', 'hydro', 'anemo', 'electro', 'dendro', 'cryo', 'geo', 'someth', 'want', 'ad', 'game', 'abl', 'pet', 'anim', 'although', 'seem', 'kinda', 'silli', 'still', 'think', 'cute', 'pls', 'download', 'game', 'best', 'enjoyi']"
2020-10-12 17:38:12,one peopl judg game video screenshot price platform rather descript first person thought copi ripoff anoth game cost left unnam much differ thing would love chang like start much stuff two three charact ai switch need puzzl want get predica instead one time hear charact may edit could healer strateg rather switch need need nowher anoth thing gameplay stori origin fun game initi go play time waster would quiet enjoy skin charact voic dialogu stori main charact instead random fli thing alway seem starv love mysteri sort thing think would like although even fast travel travel quiet annoy unfortun idea thattl dr play stori anim freep play ps though tri iphon like control,5,False,... well then.,Surprised,1,262,"['one', 'peopl', 'judg', 'game', 'video', 'screenshot', 'price', 'platform', 'rather', 'descript', 'first', 'person', 'thought', 'copi', 'ripoff', 'anoth', 'game', 'cost', 'left', 'unnam', 'much', 'differ', 'thing', 'would', 'love', 'chang', 'like', 'start', 'much', 'stuff', 'two', 'three', 'charact', 'ai', 'switch', 'need', 'puzzl', 'want', 'get', 'predica', 'instead', 'one', 'time', 'hear', 'charact', 'may', 'edit', 'could', 'healer', 'strateg', 'rather', 'switch', 'need', 'need', 'nowher', 'anoth', 'thing', 'gameplay', 'stori', 'origin', 'fun', 'game', 'initi', 'go', 'play', 'time', 'waster', 'would', 'quiet', 'enjoy', 'skin', 'charact', 'voic', 'dialogu', 'stori', 'main', 'charact', 'instead', 'random', 'fli', 'thing', 'alway', 'seem', 'starv', 'love', 'mysteri', 'sort', 'thing', 'think', 'would', 'like', 'although', 'even', 'fast', 'travel', 'travel', 'quiet', 'annoy', 'unfortun', 'idea', 'thattl', 'dr', 'play', 'stori', 'anim', 'freep', 'play', 'ps', 'though', 'tri', 'iphon', 'like', 'control']"
2021-02-18 13:20:18,game insan play total day accord hoyolab easili hundr hour play everi day hour game current invest time let say worth time huge open world pay win complet flexibl play invest around total cours time charact xiao get howev end get free wish receiv go figur like normal gatcha game get mani charact chanc complet free never spend money pay wall stori line fantast liter cant type enough prais game best game play hand long time need end game late game content especi ar stori stop dev game huge accomplish proud extrem ambiti especi plan includ zone repres everi element howev keep guy best game time listen fan base keep momentum lantern rite event absolut incred ps tri keep tower defens mini game much fun pass time give us reason keep play finish daili grind,5,False,CraftiBadger,AAA Title for free,1,275,"['game', 'insan', 'play', 'total', 'day', 'accord', 'hoyolab', 'easili', 'hundr', 'hour', 'play', 'everi', 'day', 'hour', 'game', 'current', 'invest', 'time', 'let', 'say', 'worth', 'time', 'huge', 'open', 'world', 'pay', 'win', 'complet', 'flexibl', 'play', 'invest', 'around', 'total', 'cours', 'time', 'charact', 'xiao', 'get', 'howev', 'end', 'get', 'free', 'wish', 'receiv', 'go', 'figur', 'like', 'normal', 'gatcha', 'game', 'get', 'mani', 'charact', 'chanc', 'complet', 'free', 'never', 'spend', 'money', 'pay', 'wall', 'stori', 'line', 'fantast', 'liter', 'cant', 'type', 'enough', 'prais', 'game', 'best', 'game', 'play', 'hand', 'long', 'time', 'need', 'end', 'game', 'late', 'game', 'content', 'especi', 'ar', 'stori', 'stop', 'dev', 'game', 'huge', 'accomplish', 'proud', 'extrem', 'ambiti', 'especi', 'plan', 'includ', 'zone', 'repres', 'everi', 'element', 'howev', 'keep', 'guy', 'best', 'game', 'time', 'listen', 'fan', 'base', 'keep', 'momentum', 'lantern', 'rite', 'event', 'absolut', 'incred', 'ps', 'tri', 'keep', 'tower', 'defens', 'mini', 'game', 'much', 'fun', 'pass', 'time', 'give', 'us', 'reason', 'keep', 'play', 'finish', 'daili', 'grind']"
2022-07-13 01:34:58,overal game great major problem qol chang made sinc last consid review game new insight spent small amount money game most biggest complaint weapon banner wish even though ad guarante system still incred hard smaller spender get weapon want twice got one want incred rare peopl sort luck know take feedback often especi oversatur categori wish fate point would carri banner still reason hard get correct weapon right feel discourag spend money banner spend enough go wastei also concern game conclud think system ad mani new charact everi singl updat sustain hi differ battlesuit charact technic peopl stori somewhat streamlin also think condens resin resin refresh rate resin cap increas overdu sinc sumeru probabl come mani week boss,5,False,Iris Jin,Love the game but I wish there were some minor changes,1,233,"['overal', 'game', 'great', 'major', 'problem', 'qol', 'chang', 'made', 'sinc', 'last', 'consid', 'review', 'game', 'new', 'insight', 'spent', 'small', 'amount', 'money', 'game', 'most', 'biggest', 'complaint', 'weapon', 'banner', 'wish', 'even', 'though', 'ad', 'guarante', 'system', 'still', 'incred', 'hard', 'smaller', 'spender', 'get', 'weapon', 'want', 'twice', 'got', 'one', 'want', 'incred', 'rare', 'peopl', 'sort', 'luck', 'know', 'take', 'feedback', 'often', 'especi', 'oversatur', 'categori', 'wish', 'fate', 'point', 'would', 'carri', 'banner', 'still', 'reason', 'hard', 'get', 'correct', 'weapon', 'right', 'feel', 'discourag', 'spend', 'money', 'banner', 'spend', 'enough', 'go', 'wastei', 'also', 'concern', 'game', 'conclud', 'think', 'system', 'ad', 'mani', 'new', 'charact', 'everi', 'singl', 'updat', 'sustain', 'hi', 'differ', 'battlesuit', 'charact', 'technic', 'peopl', 'stori', 'somewhat', 'streamlin', 'also', 'think', 'condens', 'resin', 'resin', 'refresh', 'rate', 'resin', 'cap', 'increas', 'overdu', 'sinc', 'sumeru', 'probabl', 'come', 'mani', 'week', 'boss']"
2021-07-15 00:47:42,first start idea play would nice play instruct idk actual read rememb word bad idea play like first eventu figur went statu seven first one tell us go thought pretti interest sinc ward went mondstant idk spell sorri favorit part bc thought would alon game would make camp fire end town u buy stuff relax etc witch great therefor came mission first defeat everi enemi saw continu play start avoid fight want get target like walk part code genshin made hard mean near impos attack enemi even avoid enemi came realiz fight enemi get level great avoid also fight sometim right current hard time mountain pretti hard stay warm idk pass mission call lost snow overal love game make feel sort emot,5,False,<3 traveler,Worth the hard work!!!,1,286,"['first', 'start', 'idea', 'play', 'would', 'nice', 'play', 'instruct', 'idk', 'actual', 'read', 'rememb', 'word', 'bad', 'idea', 'play', 'like', 'first', 'eventu', 'figur', 'went', 'statu', 'seven', 'first', 'one', 'tell', 'us', 'go', 'thought', 'pretti', 'interest', 'sinc', 'ward', 'went', 'mondstant', 'idk', 'spell', 'sorri', 'favorit', 'part', 'bc', 'thought', 'would', 'alon', 'game', 'would', 'make', 'camp', 'fire', 'end', 'town', 'u', 'buy', 'stuff', 'relax', 'etc', 'witch', 'great', 'therefor', 'came', 'mission', 'first', 'defeat', 'everi', 'enemi', 'saw', 'continu', 'play', 'start', 'avoid', 'fight', 'want', 'get', 'target', 'like', 'walk', 'part', 'code', 'genshin', 'made', 'hard', 'mean', 'near', 'impos', 'attack', 'enemi', 'even', 'avoid', 'enemi', 'came', 'realiz', 'fight', 'enemi', 'get', 'level', 'great', 'avoid', 'also', 'fight', 'sometim', 'right', 'current', 'hard', 'time', 'mountain', 'pretti', 'hard', 'stay', 'warm', 'idk', 'pass', 'mission', 'call', 'lost', 'snow', 'overal', 'love', 'game', 'make', 'feel', 'sort', 'emot']"
2023-04-07 00:52:39,play genshin year current hyperfixi moment play lot never mani issu game even though play almost alway mobil play pc recent say iphon pc graphic almost qualiti overal posit opinion game stori line absolut amaz interest especi lore involv also love charact design cute look mani charact keep come get leak look great also love open world mani differ thing opportun experi explor hand downsid higher rank player like ar littl chanc anyth daili farm boss plus domain event come everi would high recommend thing opportun higher ar player abl thing log daili look charact log get super bore awhil mayb add event activ plan play game till ar charact thank hoyovers great game,4,False,alfredo🦦,"great game, my current hyperfixiation, could be better",1,249,"['play', 'genshin', 'year', 'current', 'hyperfixi', 'moment', 'play', 'lot', 'never', 'mani', 'issu', 'game', 'even', 'though', 'play', 'almost', 'alway', 'mobil', 'play', 'pc', 'recent', 'say', 'iphon', 'pc', 'graphic', 'almost', 'qualiti', 'overal', 'posit', 'opinion', 'game', 'stori', 'line', 'absolut', 'amaz', 'interest', 'especi', 'lore', 'involv', 'also', 'love', 'charact', 'design', 'cute', 'look', 'mani', 'charact', 'keep', 'come', 'get', 'leak', 'look', 'great', 'also', 'love', 'open', 'world', 'mani', 'differ', 'thing', 'opportun', 'experi', 'explor', 'hand', 'downsid', 'higher', 'rank', 'player', 'like', 'ar', 'littl', 'chanc', 'anyth', 'daili', 'farm', 'boss', 'plus', 'domain', 'event', 'come', 'everi', 'would', 'high', 'recommend', 'thing', 'opportun', 'higher', 'ar', 'player', 'abl', 'thing', 'log', 'daili', 'look', 'charact', 'log', 'get', 'super', 'bore', 'awhil', 'mayb', 'add', 'event', 'activ', 'plan', 'play', 'game', 'till', 'ar', 'charact', 'thank', 'hoyovers', 'great', 'game']"
2022-03-13 01:36:26,overal genshin impact pretti cool game begin includ immacul amount high qualiti graphic absolut ador design paimon although least minut believ download full version follow amber complet quest way discov templ fight monster uncov level fli reach side stuck huge cliff one side huge gap middl side instruct amber given fli across gap get side discov game abil fli ago think easi concentr press button attempt fli across gorg sent abyss reviv discov charact could die unfortun repeat tri fli across gorg without game automat make charact sink sort slow matter enough time make fail reach side live decreas soon enough charact left could use amber eventu gave develop think could possibl consid problem mobil player can not play genshin impact glitch fix sinc live decreas everi tri sincer upset player,3,False,lucyismypuppysname:),Stuck.,-1,259,"['overal', 'genshin', 'impact', 'pretti', 'cool', 'game', 'begin', 'includ', 'immacul', 'amount', 'high', 'qualiti', 'graphic', 'absolut', 'ador', 'design', 'paimon', 'although', 'least', 'minut', 'believ', 'download', 'full', 'version', 'follow', 'amber', 'complet', 'quest', 'way', 'discov', 'templ', 'fight', 'monster', 'uncov', 'level', 'fli', 'reach', 'side', 'stuck', 'huge', 'cliff', 'one', 'side', 'huge', 'gap', 'middl', 'side', 'instruct', 'amber', 'given', 'fli', 'across', 'gap', 'get', 'side', 'discov', 'game', 'abil', 'fli', 'ago', 'think', 'easi', 'concentr', 'press', 'button', 'attempt', 'fli', 'across', 'gorg', 'sent', 'abyss', 'reviv', 'discov', 'charact', 'could', 'die', 'unfortun', 'repeat', 'tri', 'fli', 'across', 'gorg', 'without', 'game', 'automat', 'make', 'charact', 'sink', 'sort', 'slow', 'matter', 'enough', 'time', 'make', 'fail', 'reach', 'side', 'live', 'decreas', 'soon', 'enough', 'charact', 'left', 'could', 'use', 'amber', 'eventu', 'gave', 'develop', 'think', 'could', 'possibl', 'consid', 'problem', 'mobil', 'player', 'can', 'not', 'play', 'genshin', 'impact', 'glitch', 'fix', 'sinc', 'live', 'decreas', 'everi', 'tri', 'sincer', 'upset', 'player']"
2021-12-17 05:03:45,heavi genshin daili player like say fun game quit time charact design great voic line great graphic truest stun play pc iphon pro howev game come sever flaw first let address eleph room pleas improv resin system content ever player need resin ever pleas increas resin tick gain speed min per increas resin cap would help lot furthermor content game kinda dri done quest get bore time thing left farm talent materi artifact reli resin addit improv daili commiss system improv toward expedit system auto resend button would nice also like suggest expedit could get primogemm chanc fail get pleas also buff certain charact yoimiya kokomi overshadow charact bennet nerf singl hand care entir abyss team make heal stop reduc attack buff also buff qiqi keqe charact balanc need ever,5,False,Grace7879,"Great game, needs some fixing tho",1,244,"['heavi', 'genshin', 'daili', 'player', 'like', 'say', 'fun', 'game', 'quit', 'time', 'charact', 'design', 'great', 'voic', 'line', 'great', 'graphic', 'truest', 'stun', 'play', 'pc', 'iphon', 'pro', 'howev', 'game', 'come', 'sever', 'flaw', 'first', 'let', 'address', 'eleph', 'room', 'pleas', 'improv', 'resin', 'system', 'content', 'ever', 'player', 'need', 'resin', 'ever', 'pleas', 'increas', 'resin', 'tick', 'gain', 'speed', 'min', 'per', 'increas', 'resin', 'cap', 'would', 'help', 'lot', 'furthermor', 'content', 'game', 'kinda', 'dri', 'done', 'quest', 'get', 'bore', 'time', 'thing', 'left', 'farm', 'talent', 'materi', 'artifact', 'reli', 'resin', 'addit', 'improv', 'daili', 'commiss', 'system', 'improv', 'toward', 'expedit', 'system', 'auto', 'resend', 'button', 'would', 'nice', 'also', 'like', 'suggest', 'expedit', 'could', 'get', 'primogemm', 'chanc', 'fail', 'get', 'pleas', 'also', 'buff', 'certain', 'charact', 'yoimiya', 'kokomi', 'overshadow', 'charact', 'bennet', 'nerf', 'singl', 'hand', 'care', 'entir', 'abyss', 'team', 'make', 'heal', 'stop', 'reduc', 'attack', 'buff', 'also', 'buff', 'qiqi', 'keqe', 'charact', 'balanc', 'need', 'ever']"
